Available_bike_stands,StationID,Hour,Weekday,past_available_bike_stands,Total_Available_bike_stands,Temp,Weather(Rain),Wind_Speed
25.0,105,15,7,25.0,1272.1667,2.45,1,6.7
25.0,105,16,7,25.0,1279.5,1.68,1,7.7
25.0,105,17,7,25.0,1263.5,0.46,1,6.7
25.0,105,18,7,25.0,1278.1667,0.46,1,6.7
25.0,105,19,7,25.0,1257.1667,0.75,1,7.7
25.0,105,20,7,25.0,1288.3333,1.18,1,6.2
24.1667,105,21,7,25.0,1281.0,1.4,1,6.7
24.0,105,22,7,24.1667,1292.3333,1.7,1,5.7
24.0,105,23,7,24.0,1263.6667,1.4,1,5.7
24.0,105,1,1,24.0,1302.3333,1.52,1,4.6
24.0,105,2,1,24.0,1302.8333,1.53,1,5.1
24.0,105,3,1,24.0,1314.0,1.35,0,4.6
24.0,105,4,1,24.0,1265.3333,1.36,1,4.1
24.6667,105,5,1,24.0,1278.8333,1.71,0,4.6
24.6667,105,6,1,24.6667,1209.5,1.74,1,3.6
24.0,105,7,1,24.6667,1131.1667,2.24,1,3.6
26.1667,105,8,1,24.0,969.1667,2.78,1,3.6
30.0,105,9,1,26.1667,1122.5,3.31,1,3.1
32.6667,105,10,1,30.0,1189.0,4.22,1,4.6
33.0,105,11,1,32.6667,1192.3333,4.55,1,5.7
33.0,105,12,1,33.0,1142.6667,4.31,1,6.2
31.5,105,13,1,33.0,1125.0,5.11,1,9.3
28.1667,105,15,1,37.6667,1199.8333,5.69,1,4.6
33.0,105,16,1,28.1667,1142.1667,4.6,1,5.7
33.1667,105,17,1,33.0,1019.5,4.04,0,4.6
26.5,105,18,1,33.1667,1072.8333,3.49,1,4.1
31.0,105,19,1,26.5,1165.5,3.77,0,3.6
31.8333,105,20,1,31.0,1199.6667,4.15,1,5.1
32.0,105,21,1,31.8333,1246.3333,3.92,1,5.1
33.0,105,22,1,32.0,1270.8333,3.81,1,5.7
27.5,105,23,1,33.0,1275.0,3.31,1,7.2
33.0,105,1,2,27.5,1270.5,3.72,1,6.2
33.0,105,2,2,33.0,1275.3333,4.38,0,6.7
33.0,105,3,2,33.0,1242.8333,4.9,1,7.2
33.0,105,4,2,33.0,1229.0,4.98,1,8.2
33.8333,105,5,2,33.0,1282.5,5.0,1,8.2
28.5,105,6,2,33.8333,1236.3333,4.99,1,7.7
33.0,105,7,2,28.5,1118.0,5.28,1,7.2
34.6667,105,8,2,33.0,876.3333,5.84,0,8.2
36.0,105,9,2,34.6667,1063.5,7.03,1,9.3
35.6667,105,10,2,36.0,1136.5,7.97,0,8.2
29.1667,105,11,2,35.6667,979.3333,9.51,1,8.7
36.0,105,12,2,29.1667,1124.6667,10.0,0,7.2
35.6667,105,13,2,36.0,1108.5,10.12,0,7.7
23.8333,105,14,2,35.6667,1166.3333,9.88,1,6.7
34.5,105,15,2,23.8333,1212.1667,9.43,0,6.2
35.3333,105,17,2,28.3333,1018.3333,8.69,1,5.7
35.3333,105,17,2,28.3333,1018.3333,8.47,0,4.1
34.5,105,18,2,35.3333,1105.1667,7.88,0,3.6
33.1667,105,19,2,34.5,1201.6667,7.07,1,4.6
33.5,105,20,2,33.1667,1262.6667,6.9,1,4.6
28.3333,105,22,2,34.0,1263.8333,6.99,1,6.7
28.3333,105,23,2,28.3333,1233.3333,7.13,1,8.2
34.0,105,1,3,34.0,1275.6667,8.96,1,4.6
34.0,105,2,3,34.0,1285.0,9.67,1,5.1
34.0,105,3,3,34.0,1273.8333,9.78,1,4.6
34.0,105,4,3,34.0,1231.1667,9.54,1,4.1
34.6667,105,5,3,34.0,1294.8333,9.52,0,5.1
34.6667,105,6,3,34.6667,1228.6667,9.35,1,5.1
34.0,105,7,3,34.6667,1117.6667,9.25,1,4.6
36.0,105,8,3,34.0,916.0,9.41,1,5.1
36.0,105,9,3,36.0,1122.0,9.48,1,5.7
30.0,105,10,3,36.0,1185.0,9.68,1,5.7
36.0,105,11,3,30.0,1180.8333,7.05,1,4.6
36.0,105,12,3,36.0,1149.6667,6.55,1,4.6
36.0,105,13,3,36.0,1138.0,6.03,1,7.7
36.0,105,14,3,36.0,1193.1667,5.84,1,7.2
35.6667,105,15,3,36.0,1215.3333,6.87,0,9.3
35.5,105,16,3,35.6667,1119.8333,7.05,1,9.8
35.5,105,17,3,35.5,1014.8333,6.6,1,9.3
36.0,105,18,3,35.5,1086.0,6.05,1,8.7
35.1667,105,19,3,36.0,1154.1667,5.75,0,7.7
33.1667,105,20,3,35.1667,1248.5,5.28,1,6.7
33.8333,105,21,3,33.1667,1239.8333,5.0,1,6.2
34.6667,105,22,3,33.8333,1256.5,5.0,0,6.2
35.5,105,23,3,34.6667,1279.3333,4.83,1,7.2
36.0,105,1,4,36.0,1300.1667,4.68,1,6.7
36.0,105,2,4,36.0,1310.6667,4.4,0,7.7
36.0,105,3,4,36.0,1299.5,4.39,1,6.7
36.0,105,4,4,36.0,1270.3333,4.4,0,7.7
36.0,105,5,4,36.0,1297.1667,4.58,0,9.3
41.6667,105,6,4,36.0,1231.5,4.64,1,11.8
28.6667,105,7,4,41.6667,1120.6667,4.99,0,11.3
36.0,105,8,4,28.6667,933.0,5.1,1,12.9
36.0,105,9,4,36.0,1114.3333,5.56,1,13.4
36.0,105,10,4,36.0,1189.3333,6.87,1,12.9
30.0,105,11,4,36.0,1211.3333,6.95,1,12.3
36.0,105,12,4,30.0,1152.3333,7.95,1,12.9
35.3333,105,13,4,36.0,1134.5,9.27,1,11.3
36.0,105,14,4,35.3333,1225.5,9.55,1,11.8
36.0,105,15,4,36.0,1208.5,8.65,1,9.3
41.5,105,16,4,36.0,1128.5,7.94,1,9.8
30.0,105,17,4,41.5,1021.3333,7.12,1,9.3
35.5,105,18,4,30.0,1099.1667,6.33,1,6.2
35.8333,105,19,4,35.5,1170.8333,5.12,0,5.1
36.0,105,20,4,35.8333,1239.0,4.23,1,4.1
36.0,105,21,4,36.0,1251.6667,3.92,0,5.1
30.0,105,22,4,36.0,1262.0,3.78,0,4.6
35.5,105,23,4,30.0,1256.5,3.15,0,4.1
35.0,105,1,5,35.0,1286.3333,2.05,1,3.1
35.0,105,2,5,35.0,1281.1667,1.51,0,2.6
35.0,105,3,5,35.0,1275.3333,1.9,0,2.1
35.0,105,4,5,35.0,1205.3333,2.1,0,2.1
35.8333,105,5,5,35.0,1255.5,3.29,1,2.6
35.6667,105,6,5,35.8333,1192.6667,3.98,1,3.1
34.3333,105,7,5,35.6667,1112.1667,4.63,0,3.6
41.6667,105,8,5,34.3333,969.6667,5.88,0,3.6
30.0,105,9,5,41.6667,1140.1667,5.89,1,4.6
36.0,105,10,5,30.0,1207.0,6.26,1,5.1
36.0,105,11,5,36.0,1183.0,6.75,1,5.7
36.0,105,12,5,36.0,1142.3333,7.75,1,6.2
36.0,105,13,5,36.0,1121.5,8.78,1,7.7
36.0,105,14,5,36.0,1175.3333,9.68,1,8.2
36.0,105,15,5,36.0,1184.6667,10.04,1,4.6
36.0,105,16,5,36.0,1115.5,10.22,1,5.1
35.5,105,17,5,36.0,1035.0,9.52,1,10.3
34.8333,105,18,5,35.5,1134.5,8.18,0,7.2
34.6667,105,19,5,34.8333,1181.8333,7.43,1,5.7
33.6667,105,20,5,34.6667,1243.5,7.48,0,5.7
33.0,105,21,5,33.6667,1238.6667,7.13,1,7.2
33.0,105,22,5,33.0,1266.3333,6.37,0,9.3
33.0,105,23,5,33.0,1262.3333,6.06,0,5.1
33.0,105,1,6,33.0,1303.8333,5.75,0,4.1
33.0,105,2,6,33.0,1296.5,6.4,0,5.7
33.0,105,3,6,33.0,1293.0,6.62,1,5.7
33.0,105,4,6,33.0,1246.8333,6.75,0,8.2
33.0,105,5,6,33.0,1310.8333,6.81,1,7.2
33.0,105,6,6,33.0,1292.0,5.95,1,6.2
32.6667,105,7,6,33.0,1276.8333,5.95,1,7.7
32.0,105,8,6,32.6667,1241.8333,6.29,1,9.8
32.0,105,9,6,32.0,1237.3333,6.98,0,11.3
32.5,105,10,6,32.0,1230.0,7.69,1,10.8
32.5,105,11,6,32.5,1190.8333,7.97,0,10.8
32.6667,105,12,6,32.5,1180.1667,8.32,1,12.3
35.0,105,13,6,32.6667,1175.6667,7.94,0,11.3
29.1667,105,14,6,35.0,1186.0,7.51,1,7.7
36.0,105,15,6,29.1667,1167.0,7.5,0,8.7
36.0,105,16,6,36.0,1192.1667,6.96,1,5.7
36.0,105,17,6,36.0,1191.3333,6.79,0,5.1
36.0,105,18,6,36.0,1227.5,6.32,1,3.1
29.1667,105,19,6,36.0,1232.0,5.69,1,2.6
35.8333,105,20,6,29.1667,1219.3333,5.23,1,2.1
36.0,105,21,6,35.8333,1253.0,4.77,1,3.1
36.0,105,22,6,36.0,1250.3333,4.01,1,3.1
36.0,105,23,6,36.0,1248.0,3.35,1,3.1
36.0,105,1,7,30.0,1275.3333,2.72,1,2.1
36.0,105,2,7,36.0,1282.1667,2.58,1,2.6
36.0,105,3,7,36.0,1271.5,2.21,1,1.5
36.0,105,4,7,36.0,1240.1667,2.31,1,4.1
36.0,105,5,7,36.0,1280.1667,2.68,1,3.1
36.0,105,6,7,36.0,1283.8333,3.13,1,7.2
36.0,105,7,7,36.0,1249.1667,2.86,1,7.7
36.0,105,8,7,36.0,1250.6667,3.41,0,7.2
36.0,105,9,7,36.0,1246.6667,4.57,0,6.7
36.0,105,10,7,36.0,1228.0,5.62,0,10.3
36.0,105,11,7,36.0,1197.3333,5.34,1,13.9
36.0,105,12,7,36.0,1193.0,5.21,0,12.9
36.0,105,13,7,36.0,1179.3333,5.15,1,7.2
36.0,105,14,7,36.0,1204.1667,3.73,1,18.5
30.0,105,15,7,36.0,1205.3333,3.35,1,9.8
36.0,105,16,7,30.0,1207.5,3.71,1,7.2
36.0,105,17,7,36.0,1207.1667,2.63,1,7.7
36.0,105,18,7,36.0,1215.5,1.86,1,7.7
35.5,105,19,7,36.0,1234.3333,1.86,1,6.7
35.0,105,20,7,35.5,1266.8333,1.51,1,7.7
35.0,105,21,7,35.0,1238.3333,1.51,1,7.7
34.0,105,22,7,35.0,1248.6667,1.61,0,7.2
34.0,105,23,7,34.0,1244.5,1.27,1,7.7
34.0,105,1,1,34.0,1256.6667,1.17,1,6.2
34.0,105,2,1,34.0,1263.3333,1.27,1,7.2
34.0,105,3,1,34.0,1270.6667,1.36,1,6.7
34.0,105,4,1,34.0,1226.1667,1.14,0,6.7
34.6667,105,5,1,34.0,1282.5,1.26,1,8.2
34.6667,105,6,1,34.6667,1175.5,1.8,0,3.6
35.3333,105,7,1,34.6667,1065.8333,2.34,1,5.1
30.0,105,8,1,35.3333,959.6667,3.93,1,4.6
36.0,105,9,1,30.0,1088.6667,5.12,0,5.7
36.0,105,10,1,36.0,1135.5,6.26,1,4.1
36.0,105,11,1,36.0,1173.6667,7.43,0,5.7
36.0,105,12,1,36.0,1122.1667,8.04,0,5.7
36.0,105,13,1,36.0,1089.5,8.13,1,6.2
36.0,105,14,1,36.0,1164.1667,8.81,0,5.1
36.0,105,15,1,36.0,1186.0,8.47,1,6.7
36.0,105,16,1,36.0,1089.0,8.62,0,7.7
29.6667,105,17,1,36.0,998.0,7.82,1,8.2
36.0,105,18,1,29.6667,1105.1667,7.06,1,8.7
36.0,105,19,1,36.0,1163.5,7.3,1,10.3
36.0,105,20,1,36.0,1204.8333,7.74,1,10.3
36.0,105,21,1,36.0,1211.1667,8.73,1,10.3
35.8333,105,22,1,36.0,1239.8333,9.2,1,11.3
35.8333,105,23,1,35.8333,1234.8333,9.89,1,9.8
30.0,105,1,2,36.0,1235.6667,9.57,1,11.8
36.0,105,2,2,30.0,1273.8333,6.08,1,7.7
36.0,105,3,2,36.0,1272.6667,5.6,1,7.2
36.0,105,4,2,36.0,1220.0,4.81,1,8.2
36.0,105,5,2,36.0,1270.1667,4.44,1,9.8
35.8333,105,6,2,36.0,1190.5,4.25,1,6.2
35.1667,105,7,2,35.8333,1113.6667,3.92,1,5.7
41.8333,105,8,2,35.1667,915.6667,3.93,1,4.1
30.0,105,9,2,41.8333,1108.0,4.2,1,6.7
36.0,105,10,2,30.0,1160.5,5.0,1,5.7
36.0,105,11,2,36.0,1190.0,6.91,1,6.7
36.0,105,12,2,36.0,1134.6667,6.33,1,5.7
36.0,105,13,2,36.0,1131.5,6.16,1,8.7
36.0,105,14,2,36.0,1202.0,7.21,1,9.8
36.0,105,15,2,36.0,1189.3333,7.22,1,10.3
34.3333,105,16,2,36.0,1127.0,6.87,1,12.3
35.1667,105,17,2,34.3333,1010.3333,6.58,0,10.8
27.5,105,18,2,35.1667,1010.3333,5.96,1,12.9
32.0,105,19,2,27.5,812.1667,5.72,1,10.8
32.0,105,20,2,32.0,1223.3333,5.98,1,10.8
32.0,105,21,2,32.0,1254.8333,5.98,1,10.8
32.0,105,22,2,32.0,1243.0,5.98,0,11.8
37.6667,105,23,2,32.0,1301.3333,5.97,1,12.3
33.0,105,1,3,27.5,1284.6667,5.34,1,11.3
33.0,105,2,3,33.0,1285.5,5.75,1,11.8
33.0,105,3,3,33.0,1285.5,5.84,1,14.9
33.0,105,4,3,33.0,1237.3333,5.96,1,13.9
33.6667,105,5,3,33.0,1297.5,5.89,1,14.4
34.1667,105,6,3,33.6667,1248.0,5.7,0,15.4
33.1667,105,7,3,34.1667,1139.6667,5.72,1,15.4
35.0,105,8,3,33.1667,976.0,6.18,1,12.3
36.0,105,9,3,35.0,1100.6667,6.92,1,14.4
36.0,105,10,3,36.0,1148.1667,8.25,0,12.9
36.0,105,11,3,36.0,1183.8333,9.2,1,13.4
36.0,105,12,3,36.0,1125.8333,9.3,0,13.4
36.0,105,13,3,36.0,1097.3333,9.21,1,12.3
30.0,105,14,3,36.0,1206.5,8.58,1,13.4
35.0,105,15,3,30.0,1185.5,8.05,1,13.4
30.0,105,16,3,35.0,1136.0,7.74,1,10.3
24.1667,105,17,3,30.0,1020.5,7.43,1,6.2
31.0,105,18,3,24.1667,1094.1667,7.13,1,8.2
33.0,105,19,3,31.0,1193.5,7.13,1,5.7
33.0,105,20,3,33.0,1249.8333,7.47,1,7.7
32.5,105,21,3,33.0,1246.3333,7.86,1,7.7
33.0,105,22,3,32.5,1279.6667,7.85,1,8.7
33.0,105,23,3,33.0,1322.0,7.84,1,8.2
33.0,105,1,4,33.0,1315.5,8.32,1,8.7
33.0,105,2,4,33.0,1310.8333,8.96,1,9.8
33.0,105,3,4,33.0,1320.1667,9.26,1,10.3
33.0,105,4,4,33.0,1281.8333,9.57,1,10.3
33.6667,105,5,4,33.0,1308.5,9.86,1,13.9
33.8333,105,6,4,33.6667,1246.0,9.55,1,11.8
31.8333,105,7,4,33.8333,1146.1667,8.93,1,11.3
33.1667,105,8,4,31.8333,935.1667,9.16,1,10.3
36.0,105,9,4,33.1667,1096.0,9.62,0,11.8
30.0,105,10,4,36.0,1193.1667,10.23,0,11.8
36.0,105,11,4,30.0,1178.3333,9.45,1,10.8
36.0,105,12,4,36.0,1137.5,10.7,0,10.8
41.8333,105,13,4,36.0,1118.3333,10.24,1,11.3
30.0,105,14,4,41.8333,1214.1667,10.16,0,10.8
27.0,105,15,4,30.0,1193.1667,10.1,0,10.8
18.3333,105,16,4,27.0,1121.6667,9.88,0,10.3
21.0,105,17,4,18.3333,1022.6667,9.13,0,8.7
25.8333,105,18,4,21.0,1078.5,8.39,1,9.8
26.1667,105,19,4,25.8333,1154.1667,7.86,1,4.1
25.0,105,20,4,26.1667,1231.1667,7.49,1,3.6
25.0,105,21,4,25.0,1250.0,9.03,1,3.1
25.6667,105,22,4,25.0,1257.0,10.06,1,2.6
26.0,105,23,4,25.6667,1275.8333,11.07,1,8.2
25.0,105,1,5,25.1667,1300.5,11.07,1,10.8
25.0,105,2,5,25.0,1301.1667,10.95,1,11.8
25.0,105,3,5,25.0,1311.8333,11.06,1,12.3
25.0,105,4,5,25.0,1251.8333,10.42,1,12.9
25.8333,105,5,5,25.0,1284.0,9.47,1,10.8
26.3333,105,6,5,25.8333,1232.8333,8.74,1,11.8
28.5,105,7,5,26.3333,1162.8333,8.32,1,10.3
32.6667,105,8,5,28.5,997.1667,8.42,0,7.2
36.0,105,9,5,32.6667,1152.0,9.09,0,9.3
36.0,105,10,5,36.0,1207.5,9.72,1,11.3
36.0,105,11,5,36.0,1226.5,9.75,0,14.9
36.0,105,12,5,36.0,1117.3333,10.19,0,12.9
35.0,105,13,5,36.0,1132.0,9.88,1,13.9
36.0,105,14,5,35.0,1190.6667,9.92,1,10.3
36.0,105,15,5,36.0,1177.3333,9.35,1,12.3
29.5,105,16,5,36.0,1122.6667,8.61,1,9.8
35.8333,105,17,5,29.5,1063.5,8.38,0,5.1
34.0,105,18,5,35.8333,1174.3333,7.69,1,5.7
32.1667,105,19,5,34.0,1194.5,6.96,1,2.6
33.1667,105,20,5,32.1667,1243.5,6.67,1,3.6
33.1667,105,21,5,33.1667,1275.6667,5.84,1,2.6
33.0,105,22,5,33.1667,1310.5,5.42,1,2.6
33.0,105,23,5,33.0,1286.8333,5.34,1,2.6
32.0,105,1,6,32.1667,1323.8333,8.78,1,3.1
32.0,105,2,6,32.0,1320.0,10.45,1,6.2
32.0,105,3,6,32.0,1335.1667,10.84,1,7.2
32.0,105,4,6,32.0,1275.6667,10.84,1,7.2
32.0,105,5,6,32.0,1340.8333,10.61,1,8.7
32.0,105,6,6,32.0,1297.1667,10.34,1,8.7
32.6667,105,7,6,32.0,1303.0,10.34,1,9.8
33.0,105,8,6,32.6667,1282.1667,10.95,1,9.8
33.0,105,9,6,33.0,1265.1667,11.06,1,9.8
33.1667,105,10,6,33.0,1292.0,11.28,1,9.3
34.0,105,11,6,33.1667,1277.8333,11.06,1,8.7
34.0,105,12,6,34.0,1233.0,10.6,1,7.7
28.3333,105,13,6,34.0,1253.8333,9.19,1,8.7
34.8333,105,14,6,28.3333,1242.5,7.16,1,12.9
29.6667,105,15,6,34.8333,1274.1667,6.77,0,11.3
36.0,105,16,6,29.6667,1260.8333,6.18,1,8.7
36.0,105,17,6,36.0,1266.6667,5.81,1,8.7
36.0,105,18,6,36.0,1268.1667,4.9,0,8.2
30.0,105,19,6,36.0,1278.0,4.2,0,6.7
36.0,105,20,6,30.0,1293.1667,2.94,1,5.7
36.0,105,21,6,36.0,1293.8333,2.87,0,7.2
35.3333,105,22,6,36.0,1299.3333,2.78,0,7.2
35.0,105,23,6,35.3333,1298.6667,2.25,0,7.7
35.0,105,1,7,35.0,1325.3333,1.96,0,8.2
35.0,105,2,7,35.0,1326.0,1.96,1,6.2
35.0,105,3,7,35.0,1331.0,1.43,0,5.7
35.0,105,4,7,35.0,1286.0,1.08,0,7.7
35.0,105,5,7,35.0,1329.6667,1.07,0,7.2
35.0,105,6,7,35.0,1322.3333,1.26,1,5.7
35.0,105,7,7,35.0,1287.0,1.75,0,5.1
35.6667,105,8,7,35.0,1296.3333,3.27,0,6.2
36.0,105,9,7,35.6667,1274.6667,4.63,0,6.7
36.0,105,10,7,36.0,1285.6667,5.29,1,11.3
36.0,105,11,7,36.0,1250.0,6.22,1,11.8
36.0,105,12,7,36.0,1243.6667,8.31,0,11.8
36.0,105,13,7,36.0,1240.1667,9.49,0,10.3
36.0,105,14,7,36.0,1195.0,9.93,0,8.7
36.0,105,15,7,36.0,1139.1667,9.69,1,11.3
36.0,105,16,7,36.0,1123.6667,9.31,1,10.3
30.0,105,17,7,36.0,1113.5,7.65,1,10.3
36.0,105,18,7,30.0,1102.8333,7.3,0,5.1
36.0,105,19,7,36.0,1111.5,6.24,1,7.7
35.8333,105,20,7,36.0,1123.8333,5.21,0,6.7
36.0,105,21,7,35.8333,1099.8333,5.11,0,8.2
36.0,105,22,7,36.0,1072.1667,4.68,0,6.2
36.0,105,23,7,36.0,1085.0,4.49,0,7.2
36.0,105,1,1,36.0,1311.5,4.91,0,6.7
36.0,105,2,1,36.0,1292.5,4.91,0,4.1
36.0,105,3,1,36.0,1306.8333,5.0,1,6.2
36.0,105,4,1,36.0,1255.3333,5.0,1,4.6
36.0,105,5,1,36.0,1296.3333,5.0,1,4.6
36.0,105,6,1,36.0,1271.3333,5.0,1,4.1
36.0,105,7,1,36.0,1278.1667,5.21,1,4.6
36.0,105,8,1,36.0,1259.5,6.2,0,4.1
36.0,105,9,1,36.0,1265.8333,6.76,1,5.7
36.0,105,10,1,36.0,1253.3333,7.81,0,5.7
35.5,105,11,1,36.0,1241.0,9.08,1,7.7
36.0,105,12,1,35.5,1206.5,9.3,0,7.2
36.0,105,13,1,36.0,1203.6667,9.69,0,8.2
30.0,105,14,1,36.0,1202.0,10.07,0,8.2
36.0,105,15,1,30.0,1192.6667,9.96,0,8.7
36.0,105,16,1,36.0,1199.1667,9.88,0,6.7
36.0,105,17,1,36.0,1208.3333,9.54,0,7.7
36.0,105,18,1,36.0,1176.1667,8.93,0,6.7
36.0,105,19,1,36.0,1232.5,8.62,1,4.1
36.0,105,20,1,36.0,1217.5,8.61,0,4.6
36.0,105,21,1,36.0,1241.3333,8.5,1,4.6
35.1667,105,22,1,36.0,1242.3333,8.42,1,5.1
36.0,105,23,1,35.1667,1246.5,8.09,1,5.7
36.0,105,1,2,36.0,1255.0,7.24,0,4.1
36.0,105,2,2,36.0,1270.8333,7.27,0,3.1
36.0,105,3,2,36.0,1268.8333,6.79,0,4.1
36.0,105,4,2,36.0,1236.0,6.49,0,5.1
36.0,105,5,2,36.0,1246.0,5.96,0,3.6
35.8333,105,6,2,36.0,1200.8333,6.87,1,3.1
33.6667,105,7,2,35.8333,1123.8333,6.79,1,3.6
34.5,105,8,2,33.6667,990.1667,7.44,1,3.1
36.0,105,9,2,34.5,1136.8333,8.74,1,2.6
30.0,105,10,2,36.0,1180.3333,9.64,0,3.1
36.0,105,11,2,30.0,1209.0,11.03,0,5.7
36.0,105,12,2,36.0,1149.3333,12.34,0,5.1
35.3333,105,13,2,36.0,1119.1667,12.44,1,7.2
36.0,105,14,2,35.3333,1222.8333,12.43,0,5.1
35.6667,105,15,2,36.0,1217.3333,13.27,0,5.7
34.8333,105,16,2,35.6667,1142.6667,13.02,0,3.6
34.0,105,17,2,34.8333,995.0,13.01,0,3.6
41.3333,105,18,2,34.0,1098.0,11.77,0,4.1
30.0,105,19,2,41.3333,1174.6667,9.92,0,5.1
36.0,105,20,2,30.0,1222.8333,9.9,0,4.1
36.0,105,21,2,36.0,1260.8333,10.05,0,4.1
36.0,105,22,2,36.0,1269.0,9.97,0,3.6
36.0,105,23,2,36.0,1278.8333,9.88,0,4.1
36.0,105,1,3,36.0,1303.5,8.24,0,4.6
36.0,105,2,3,36.0,1301.3333,8.02,0,3.6
36.0,105,3,3,36.0,1275.6667,8.5,0,4.1
36.0,105,4,3,36.0,1261.6667,8.1,0,4.1
36.0,105,5,3,36.0,1286.0,7.86,0,3.1
35.6667,105,6,3,36.0,1242.0,7.81,0,3.1
33.6667,105,7,3,35.6667,1125.1667,8.57,0,1.0
35.0,105,8,3,33.6667,921.8333,10.25,0,1.5
36.0,105,9,3,35.0,1113.5,11.84,0,2.6
36.0,105,10,3,36.0,1168.3333,14.8,0,4.1
36.0,105,11,3,36.0,1182.0,15.58,0,3.6
36.0,105,12,3,36.0,1117.6667,15.89,0,4.6
35.5,105,13,3,36.0,1114.8333,15.94,0,4.1
36.0,105,14,3,35.5,1207.1667,15.03,0,4.1
30.0,105,15,3,36.0,1212.3333,15.18,0,4.6
36.0,105,16,3,30.0,1144.1667,14.99,0,3.6
35.8333,105,17,3,36.0,1006.3333,14.35,1,3.6
35.0,105,18,3,35.8333,1107.1667,13.2,1,3.6
36.0,105,19,3,35.0,1191.5,13.09,0,3.1
36.0,105,20,3,36.0,1236.0,12.97,0,3.1
36.0,105,21,3,36.0,1259.8333,12.56,1,5.7
36.0,105,22,3,36.0,1298.0,11.9,0,2.6
30.0,105,23,3,36.0,1268.3333,11.47,0,3.1
36.0,105,1,4,30.0,1320.0,11.29,0,3.6
36.0,105,2,4,36.0,1326.1667,11.07,0,3.6
36.0,105,3,4,36.0,1309.3333,10.95,0,4.1
36.0,105,4,4,36.0,1279.6667,10.61,0,3.6
36.0,105,5,4,36.0,1319.8333,10.22,0,3.6
35.1667,105,6,4,36.0,1250.0,10.11,0,5.1
32.3333,105,7,4,35.1667,1136.0,10.21,1,3.6
29.5,105,8,4,32.3333,914.5,10.91,0,3.6
36.0,105,9,4,29.5,1130.5,11.34,1,3.6
36.0,105,10,4,36.0,1204.5,11.95,0,3.6
36.0,105,12,4,36.0,1138.8333,12.81,0,3.6
36.0,105,12,4,36.0,1138.8333,12.94,0,3.6
30.0,105,13,4,36.0,1121.6667,13.2,0,2.6
36.0,105,14,4,30.0,1225.0,13.43,0,3.6
36.0,105,15,4,36.0,1229.1667,13.3,0,3.6
35.6667,105,16,4,36.0,1141.1667,13.13,0,3.1
35.6667,105,17,4,35.6667,1002.0,12.29,0,2.6
34.8333,105,18,4,35.6667,1069.3333,11.35,0,2.6
34.0,105,19,4,34.8333,1180.3333,9.89,0,2.1
33.3333,105,20,4,34.0,1252.1667,9.88,0,4.1
34.8333,105,21,4,33.3333,1250.0,9.65,0,4.1
32.0,105,22,4,34.8333,1270.5,9.87,0,5.1
61.0,105,1,2,52.0,1293.6667,3.91,0,1.0
61.0,105,2,2,61.0,1294.6667,3.08,0,1.5
61.0,105,3,2,61.0,1294.0,2.97,0,2.1
61.0,105,4,2,61.0,1234.0,1.96,0,2.1
57.0,105,5,2,61.0,1298.5,1.76,0,3.6
62.8333,105,6,2,57.0,1216.1667,1.81,0,2.1
66.1667,105,7,2,62.8333,1117.1667,1.99,0,1.5
57.0,105,8,2,66.1667,897.6667,3.9,0,2.1
72.0,105,9,2,57.0,1114.8333,7.9,0,2.6
72.0,105,10,2,72.0,1218.6667,11.1,0,3.1
72.0,105,11,2,72.0,1167.5,13.06,0,2.1
59.3333,105,12,2,72.0,1133.5,14.39,0,3.6
66.0,105,14,2,55.8333,1172.8333,15.19,0,4.1
70.0,105,15,2,66.0,1157.6667,14.26,0,4.6
69.0,105,16,2,70.0,1108.6667,13.24,0,4.6
71.0,105,17,2,69.0,983.1667,11.16,0,3.6
71.1667,105,18,2,71.0,1064.3333,9.05,0,3.1
75.8333,105,19,2,71.1667,1163.8333,7.57,0,1.5
63.6667,105,20,2,75.8333,1196.3333,7.53,0,1.5
69.0,105,21,2,63.6667,1256.6667,5.1,0,1.5
69.0,105,22,2,69.0,1246.8333,4.46,0,2.1
63.0,105,23,2,69.0,1268.1667,3.33,0,1.5
35.0,105,1,3,35.0,1296.6667,3.88,0,2.1
35.0,105,2,3,35.0,1300.0,2.4,0,0.5
35.0,105,3,3,35.0,1277.0,2.53,0,2.1
35.0,105,4,3,35.0,1241.8333,2.14,0,1.0
35.8333,105,5,3,35.0,1291.0,1.75,0,1.5
35.8333,105,6,3,35.8333,1210.6667,1.69,0,1.5
34.1667,105,7,3,35.8333,1106.3333,2.93,0,1.5
35.0,105,8,3,34.1667,920.3333,3.63,0,3.1
36.0,105,9,3,35.0,1115.3333,6.2,0,5.1
36.0,105,10,3,36.0,1181.0,8.75,0,5.1
36.0,105,11,3,36.0,1187.6667,9.62,0,5.7
35.8333,105,12,3,36.0,1148.1667,10.77,0,3.1
35.6667,105,13,3,35.8333,1110.5,11.91,0,2.1
36.0,105,14,3,35.6667,1214.5,12.76,0,2.6
29.0,105,15,3,36.0,1192.1667,12.77,0,2.1
30.0,105,16,3,29.0,1106.0,11.14,0,3.6
29.3333,105,17,3,30.0,980.5,9.05,0,3.1
32.3333,105,18,3,29.3333,1045.0,7.46,0,3.1
34.5,105,19,3,32.3333,1145.6667,6.84,0,3.1
35.0,105,20,3,34.5,1206.3333,6.34,0,3.1
35.0,105,21,3,35.0,1254.5,6.12,0,1.5
